Timestamp,Username,Action,Path,Details
"2025-10-15T17:42:38.841573","admin01","audit_cleared","/admin/audit/clear","Cleared recent audit log and backed up to audit_log_20251015T174238Z.bak.csv"
"2025-10-15T17:42:38.843742","admin01","audit_clear","/admin/audit/clear","Backup: audit_log_20251015T174238Z.bak.csv"
"2025-10-15T17:42:46.843939","admin01","page_view","/dashboard","Visited dashboard"
"2025-10-15T17:42:50.466903","admin01","logout","/logout","User logged out"
"2025-10-15T17:43:00.571730","investor01","login_success","/login","Successful login"
"2025-10-15T17:43:00.624188","investor01","page_view","/investor","Visited investor dashboard"
"2025-10-15T17:43:20.297851","investor01","page_view","/country/1","Viewed country 1"
"2025-10-15T17:49:36.952579","investor01","page_view","/investor","Visited investor dashboard"
"2025-10-16T09:34:59.375480","admin01","login_success","/login","Successful login"
"2025-10-16T09:34:59.403615","admin01","page_view","/dashboard","Visited dashboard"
"2025-10-16T09:35:21.948281","admin01","dataset_share","/admin/dataset/share","Shared dataset with user:research01"
"2025-10-16T09:35:37.965554","admin01","logout","/logout","User logged out"
"2025-10-16T09:36:06.198318","research01","login_failed","/login","Invalid password"
"2025-10-16T09:36:20.295497","research01","login_success","/login","Successful login"
"2025-10-16T09:36:20.316575","research01","page_view","/dashboard","Visited dashboard"
"2025-10-16T09:36:23.243476","research01","page_view","/dataset","Viewed uploaded dataset"
"2025-10-16T09:36:29.643324","research01","page_view","/dashboard","Visited dashboard"
"2025-10-16T09:36:34.379201","research01","page_view","/dataset","Viewed uploaded dataset"
"2025-10-16T09:36:47.993621","research01","page_view","/dashboard","Visited dashboard"
"2025-10-16T09:36:52.775830","research01","page_view","/dataset","Viewed uploaded dataset"
"2025-10-16T09:37:28.062553","research01","page_view","/dashboard","Visited dashboard"
"2025-10-16T09:37:35.125762","research01","logout","/logout","User logged out"
"2025-10-16T09:37:43.732563","admin01","login_success","/login","Successful login"
"2025-10-16T09:37:43.755979","admin01","page_view","/dashboard","Visited dashboard"
"2025-10-16T09:38:06.810556","admin01","dataset_upload","/admin/dataset/upload","Uploaded lhd_mining_operations_dataset (1).csv"
"2025-10-16T09:38:16.916839","admin01","page_view","/dashboard","Visited dashboard"
"2025-10-16T09:38:20.533508","admin01","page_view","/dataset","Viewed uploaded dataset"
"2025-10-16T09:38:22.145275","admin01","page_view","/dataset","Viewed uploaded dataset"
"2025-10-16T09:39:04.693901","admin01","page_view","/map","Viewed map"
"2025-10-16T09:39:04.696900","admin01","page_view","/map","Viewed map"
"2025-10-16T09:39:05.272808","admin01","page_view","/dashboard","Visited dashboard"
"2025-10-16T09:39:09.443803","admin01","page_view","/map","Viewed map"
"2025-10-16T09:40:28.153297","admin01","logout","/logout","User logged out"
"2025-10-16T09:40:36.547490","admin01","login_success","/login","Successful login"
"2025-10-16T09:40:36.560527","admin01","page_view","/dashboard","Visited dashboard"
"2025-10-16T09:41:14.247666","admin01","page_view","/dashboard","Visited dashboard"
"2025-10-16T09:41:18.164328","admin01","page_view","/dataset","Viewed uploaded dataset"
"2025-10-16T09:41:20.087777","admin01","page_view","/dataset","Viewed uploaded dataset"
"2025-10-16T09:41:25.287992","admin01","page_view","/dataset","Viewed uploaded dataset"
"2025-10-16T09:41:53.447855","admin01","page_view","/dashboard","Visited dashboard"
"2025-10-16T09:41:53.480069","admin01","page_view","/dashboard","Visited dashboard"
